arrid,arrname,arrgeopoint,zdaid,lat_left,lon_left,geometry,lon_right,lat_right,temperature
37818,Montaigne,"48.838503375092905, 2.5092150986173913",55520,48.838503375092905,2.5092150986173913,POINT (2.5092150986173913 48.838503375092905),2.5139,48.83,24.305555
26860,Place Mermoz,"48.902815729168765, 2.27403188678341",50668,48.902815729168765,2.27403188678341,POINT (2.27403188678341 48.902815729168765),2.272,48.893,24.27547
25523,Rue de la Gare de Reuilly,"48.84142747345164, 2.39375473260212",45220,48.84142747345164,2.39375473260212,POINT (2.39375473260212 48.84142747345164),2.4106,48.851,24.405943
24937,Raspail - République,"48.85283517688282, 2.423658676000824",58378,48.85283517688282,2.423658676000824,POINT (2.423658676000824 48.85283517688282),2.4106,48.851,24.405943
24591,Marché des Batignolles,"48.88967120594006, 2.3190434293444",45491,48.88967120594006,2.3190434293444,POINT (2.3190434293444 48.88967120594006),2.3061,48.894,24.409426
22652,Georges Halgoult,"48.761215860058826, 2.400114409032214",51312,48.761215860058826,2.400114409032214,POINT (2.400114409032214 48.761215860058826),2.4147,48.761,24.359207
40074,La Saussaye - D'Argenson,"48.88869012190003, 2.2627184960613547",46579,48.88869012190003,2.2627184960613547,POINT (2.2627184960613547 48.88869012190003),2.272,48.893,24.27547
39507,Mairie,"48.805174463672884, 2.4192700419938453",50208,48.805174463672884,2.4192700419938453,POINT (2.4192700419938453 48.805174463672884),2.4126,48.806,24.47005
37374,Trinité,"48.87594401434154, 2.3312075549462423",473206,48.87594401434154,2.3312075549462423,POINT (2.3312075549462423 48.87594401434154),2.3413,48.872,24.605782
28366,Colisée,"48.90097893104358, 2.3259751790421195",45474,48.90097893104358,2.3259751790421195,POINT (2.3259751790421195 48.90097893104358),2.3403,48.894,24.366285
28018,Jussieu,"48.846374737962186, 2.3543707907988507",470543,48.846374737962186,2.3543707907988507,POINT (2.3543707907988507 48.846374737962186),2.3424,48.849,24.677244
28015,Rungis,"48.822655578943575, 2.347227744022581",45284,48.822655578943575,2.347227744022581,POINT (2.347227744022581 48.822655578943575),2.3434,48.827,24.336317
39696,Emouleuses,"48.77722200184004, 2.4717695385013414",53195,48.77722200184004,2.4717695385013414,POINT (2.4717695385013414 48.77722200184004),2.4818,48.785,24.51627
26354,Bac - Babylone,"48.85173694582237, 2.3238047561306123",45118,48.85173694582237,2.3238047561306123,POINT (2.3238047561306123 48.85173694582237),2.3083,48.849,24.330774
25538,Alma - Marceau,"48.86480861279959, 2.3025743918624846",463344,48.86480861279959,2.3025743918624846,POINT (2.3025743918624846 48.86480861279959),2.3072,48.871,24.38513
25340,Porte de Reuilly,"48.83426588815052, 2.400363637396568",45238,48.83426588815052,2.400363637396568,POINT (2.400363637396568 48.83426588815052),2.4116,48.828,24.454836
24342,Roger Salengro - Fontainebleau,"48.814692922437025, 2.361640312186927",44657,48.814692922437025,2.361640312186927,POINT (2.361640312186927 48.814692922437025),2.3786,48.805,24.357708
23234,Hector Berlioz,"48.79738616635491, 2.440090468402855",58457,48.79738616635491,2.440090468402855,POINT (2.440090468402855 48.79738616635491),2.4467,48.806,24.510483
37158,Ecole Vétérinaire,"48.81507209164934, 2.418329098256015",463901,48.81507209164934,2.418329098256015,POINT (2.418329098256015 48.81507209164934),2.4126,48.806,24.47005
27021,Simplon,"48.895096073243394, 2.3468378048457006",473747,48.895096073243394,2.3468378048457006,POINT (2.3468378048457006 48.895096073243394),2.3403,48.894,24.366285
26772,Republique - Magenta,"48.86917084817671, 2.3623087024641993",45094,48.86917084817671,2.3623087024641993,POINT (2.3623087024641993 48.86917084817671),2.3754,48.872,24.465027
20125,Rue du Cherche Midi,"48.849860097934915, 2.327494931663774",45158,48.849860097934915,2.327494931663774,POINT (2.327494931663774 48.849860097934915),2.3424,48.849,24.677244
19774,Halage,"48.80531115011479, 2.4659434519917838",57517,48.80531115011479,2.4659434519917838,POINT (2.4659434519917838 48.80531115011479),2.4808,48.807,24.624565
9894,Quai de Marne,"48.80782976820775, 2.462009748432666",51016,48.80782976820775,2.462009748432666,POINT (2.462009748432666 48.80782976820775),2.4467,48.806,24.510483
39462,Pyrénées - Belleville,"48.87371492485035, 2.3851168855835585",473722,48.87371492485035,2.3851168855835585,POINT (2.3851168855835585 48.87371492485035),2.3754,48.872,24.465027
22773,Custine - Mont-Cenis,"48.89003093129575, 2.343191787853432",45568,48.89003093129575,2.343191787853432,POINT (2.343191787853432 48.89003093129575),2.3403,48.894,24.366285
24770,Mont Cenis - Cortot,"48.887278740132736, 2.3415081961843995",58597,48.887278740132736,2.3415081961843995,POINT (2.3415081961843995 48.887278740132736),2.3403,48.894,24.366285
426997,Italie - Tolbiac,"48.82619607873447, 2.3566230200071554",473776,48.82619607873447,2.3566230200071554,POINT (2.3566230200071554 48.82619607873447),2.3434,48.827,24.336317
29282,Damrémont - Championnet,"48.895676497192376, 2.3378966140316475",45543,48.895676497192376,2.3378966140316475,POINT (2.3378966140316475 48.895676497192376),2.3403,48.894,24.366285
23649,Albert Kahn,"48.8961910104564, 2.346428517072404",45534,48.8961910104564,2.346428517072404,POINT (2.346428517072404 48.8961910104564),2.3403,48.894,24.366285
27024,Marcadet - Poissonniers,"48.89122663222369, 2.3497094905381304",473574,48.89122663222369,2.3497094905381304,POINT (2.3497094905381304 48.89122663222369),2.3403,48.894,24.366285
23650,Charonne,"48.85417829987016, 2.3863014358122636",463873,48.85417829987016,2.3863014358122636,POINT (2.3863014358122636 48.85417829987016),2.3765,48.85,24.665602
23662,Saint-Ambroise,"48.86118512388747, 2.3743194961759095",473758,48.86118512388747,2.3743194961759095,POINT (2.3743194961759095 48.86118512388747),2.3765,48.85,24.665602
23662,Saint-Ambroise,"48.86118512388747, 2.3743194961759095",473758,48.86118512388747,2.3743194961759095,POINT (2.3743194961759095 48.86118512388747),2.3754,48.872,24.465027
23660,Oberkampf - Richard Lenoir,"48.86359218320922, 2.3702830398018975",58726,48.86359218320922,2.3702830398018975,POINT (2.3702830398018975 48.86359218320922),2.3754,48.872,24.465027
26277,Pereire - Tocqueville,"48.88737960695623, 2.306799714490242",45517,48.88737960695623,2.306799714490242,POINT (2.306799714490242 48.88737960695623),2.3061,48.894,24.409426
486983,Jussieu - Minéraux,"48.8476662701246, 2.3537143221774093",486984,48.8476662701246,2.3537143221774093,POINT (2.3537143221774093 48.8476662701246),2.3424,48.849,24.677244
40879,Abbé Lemire,"48.9242742051913, 2.2786454699199528",58862,48.9242742051913,2.2786454699199528,POINT (2.2786454699199528 48.9242742051913),2.2709,48.915,24.257711
39510,Pierre Curie,"48.809729846307896, 2.423917171932755",50233,48.809729846307896,2.423917171932755,POINT (2.423917171932755 48.809729846307896),2.4126,48.806,24.47005
24441,Italie - Tolbiac,"48.8253184841954, 2.3573285273369935",473776,48.8253184841954,2.3573285273369935,POINT (2.3573285273369935 48.8253184841954),2.3434,48.827,24.336317
39656,Mont Mesly,"48.77391862373521, 2.46916310462739",50344,48.77391862373521,2.46916310462739,POINT (2.46916310462739 48.77391862373521),2.4818,48.785,24.51627
39619,Paul Vaillant Couturier - Kennedy,"48.80133756602359, 2.4218451087010715",44296,48.80133756602359,2.4218451087010715,POINT (2.4218451087010715 48.80133756602359),2.4126,48.806,24.47005
25375,Bruneseau,"48.82481095798218, 2.389194239305106",54141,48.82481095798218,2.389194239305106,POINT (2.389194239305106 48.82481095798218),2.3775,48.828,24.588678
19724,Rue de Paris,"48.85391863810364, 2.415265151802253",45656,48.85391863810364,2.415265151802253,POINT (2.415265151802253 48.85391863810364),2.4106,48.851,24.405943
21695,Vincennes RER,"48.846998623392906, 2.436927494109588",473859,48.846998623392906,2.436927494109588,POINT (2.436927494109588 48.846998623392906),2.4447,48.851,24.281832
22642,Rennes - d'Assas,"48.84927566734338, 2.329124138190035",47432,48.84927566734338,2.329124138190035,POINT (2.329124138190035 48.84927566734338),2.3424,48.849,24.677244
26749,Michel Debré,"48.85183744623146, 2.330481222346304",45119,48.85183744623146,2.330481222346304,POINT (2.330481222346304 48.85183744623146),2.3424,48.849,24.677244
480110,Camille Claudel,"48.903532319974694, 2.3226681227712915",480111,48.903532319974694,2.3226681227712915,POINT (2.3226681227712915 48.903532319974694),2.3061,48.894,24.409426
23456,Bosquet - Rapp,"48.862443036151944, 2.3009839810426063",45129,48.862443036151944,2.3009839810426063,POINT (2.3009839810426063 48.862443036151944),2.3072,48.871,24.38513
27438,Alésia - René Coty,"48.827849632841364, 2.335012052244862",42177,48.827849632841364,2.335012052244862,POINT (2.335012052244862 48.827849632841364),2.3434,48.827,24.336317
463771,Rue des Fêtes,"48.87548244463963, 2.391340484178709",463763,48.87548244463963,2.391340484178709,POINT (2.391340484178709 48.87548244463963),2.3754,48.872,24.465027
39498,Flore,"48.79755284931263, 2.4278090528866723",57936,48.79755284931263,2.4278090528866723,POINT (2.4278090528866723 48.79755284931263),2.4126,48.806,24.47005
463560,Jean-Jacques Rousseau,"48.81696378800272, 2.391819273538248",50401,48.81696378800272,2.391819273538248,POINT (2.391819273538248 48.81696378800272),2.3775,48.828,24.588678
39828,Porte d'Italie - Métro,"48.81798557931513, 2.3601291282613635",473457,48.81798557931513,2.3601291282613635,POINT (2.3601291282613635 48.81798557931513),2.3434,48.827,24.336317
463661,Hôpitaux de Saint-Maurice,"48.82396706637629, 2.4220708974160465",463657,48.82396706637629,2.4220708974160465,POINT (2.4220708974160465 48.82396706637629),2.4116,48.828,24.454836
7762,Pont de Neuilly - Métro,"48.88530476527163, 2.25917990669848",473678,48.88530476527163,2.25917990669848,POINT (2.25917990669848 48.88530476527163),2.272,48.893,24.27547
39340,Gabriel Péri,"48.78925718237354, 2.46597166604599",50238,48.78925718237354,2.46597166604599,POINT (2.46597166604599 48.78925718237354),2.4818,48.785,24.51627
27539,Gabriel Péri,"48.78915721915943, 2.465741292905682",50238,48.78915721915943,2.465741292905682,POINT (2.465741292905682 48.78915721915943),2.4818,48.785,24.51627
39768,Hôpital Saint-Vincent de Paul,"48.837293279767096, 2.335055063014232",43386,48.837293279767096,2.335055063014232,POINT (2.335055063014232 48.837293279767096),2.3434,48.827,24.336317
26884,Les Gobelins,"48.8368751615007, 2.352281343948716",470557,48.8368751615007,2.352281343948716,POINT (2.352281343948716 48.8368751615007),2.3434,48.827,24.336317
480761,Pont de Choisy,"48.76695311327774, 2.4144026232343356",44475,48.76695311327774,2.4144026232343356,POINT (2.4144026232343356 48.76695311327774),2.4147,48.761,24.359207
25273,Val de Marne,"48.816882158671895, 2.3489887664276554",45882,48.816882158671895,2.3489887664276554,POINT (2.3489887664276554 48.816882158671895),2.3434,48.827,24.336317
27868,La Fosse Rouge,"48.775115482411394, 2.5226025720211824",53199,48.775115482411394,2.5226025720211824,POINT (2.5226025720211824 48.775115482411394),2.5159,48.785,24.366354
486381,Porte de la Chapelle,"48.89876292750093, 2.3597228493217544",473460,48.89876292750093,2.3597228493217544,POINT (2.3597228493217544 48.89876292750093),2.3744,48.895,24.293255
36679,Pont Marcadet,"48.890643237528074, 2.3549129396977935",45575,48.890643237528074,2.3549129396977935,POINT (2.3549129396977935 48.890643237528074),2.3403,48.894,24.366285
30142,Léon Geffroy,"48.77444488456567, 2.407038400200137",46378,48.77444488456567,2.407038400200137,POINT (2.407038400200137 48.77444488456567),2.4137,48.783,24.410774
23374,Léon Geffroy,"48.77436346925866, 2.406944070881972",46378,48.77436346925866,2.406944070881972,POINT (2.406944070881972 48.77436346925866),2.4137,48.783,24.410774
463640,Hippodrome de Vincennes,"48.82100794098689, 2.4526122640175836",463641,48.82100794098689,2.4526122640175836,POINT (2.4526122640175836 48.82100794098689),2.4457,48.829,24.403105
480368,Porte de la Chapelle,"48.89794943711353, 2.3589553670346644",473460,48.89794943711353,2.3589553670346644,POINT (2.3589553670346644 48.89794943711353),2.3744,48.895,24.293255
37275,Pont de Vitry,"48.796290043514816, 2.415897511155975",57448,48.796290043514816,2.415897511155975,POINT (2.415897511155975 48.796290043514816),2.4126,48.806,24.47005
24444,Italie - Tolbiac,"48.82659507341282, 2.357231061938201",473776,48.82659507341282,2.357231061938201,POINT (2.357231061938201 48.82659507341282),2.3434,48.827,24.336317
23535,Amiral Courbet,"48.91730761993709, 2.27171469546573",52349,48.91730761993709,2.27171469546573,POINT (2.27171469546573 48.91730761993709),2.2709,48.915,24.257711
41771,Dolet - Zola,"48.798568645337404, 2.4220936224880836",42965,48.798568645337404,2.4220936224880836,POINT (2.4220936224880836 48.798568645337404),2.4126,48.806,24.47005
7880,Voltaire Lumières,"48.912431518325775, 2.2954689738443825",482880,48.912431518325775,2.2954689738443825,POINT (2.2954689738443825 48.912431518325775),2.305,48.916,24.277391
40885,Les Agnettes,"48.922922094587044, 2.2856240763754405",470556,48.922922094587044,2.2856240763754405,POINT (2.2856240763754405 48.922922094587044),2.2709,48.915,24.257711
23357,Saint-Just,"48.810080562725325, 2.3894756992727837",46373,48.810080562725325,2.3894756992727837,POINT (2.3894756992727837 48.810080562725325),2.3786,48.805,24.357708
463628,Julien Lacroix,"48.87323810276064, 2.381591406227478",463629,48.87323810276064,2.381591406227478,POINT (2.381591406227478 48.87323810276064),2.3754,48.872,24.465027
24266,Miollis,"48.84512712504935, 2.301965690480768",45389,48.84512712504935,2.301965690480768,POINT (2.301965690480768 48.84512712504935),2.3083,48.849,24.330774
28238,Armorique - Musée Postal,"48.84054732898027, 2.3156249547335226",42225,48.84054732898027,2.3156249547335226,POINT (2.3156249547335226 48.84054732898027),2.3083,48.849,24.330774
24379,Le Kremlin-Bicêtre - Métro,"48.81012231989961, 2.363003504607719",470555,48.81012231989961,2.363003504607719,POINT (2.363003504607719 48.81012231989961),2.3786,48.805,24.357708
29426,Fabre d'Eglantine,"48.84554922005874, 2.3960641461696643",45211,48.84554922005874,2.3960641461696643,POINT (2.3960641461696643 48.84554922005874),2.4106,48.851,24.405943
463959,Bastille - Henri IV,"48.852248886458284, 2.3663998175999574",45689,48.852248886458284,2.3663998175999574,POINT (2.3663998175999574 48.852248886458284),2.3765,48.85,24.665602
29447,Turenne - Saint-Gilles,"48.85828869235099, 2.3639820541650307",45209,48.85828869235099,2.3639820541650307,POINT (2.3639820541650307 48.85828869235099),2.3765,48.85,24.665602
490738,Commerce,"48.843997179475316, 2.2963804997876958",490804,48.843997179475316,2.2963804997876958,POINT (2.2963804997876958 48.843997179475316),2.3083,48.849,24.330774
28247,Magenta - Maubeuge - Gare du Nord,"48.880967139636624, 2.3517056898722735",43902,48.880967139636624,2.3517056898722735,POINT (2.3517056898722735 48.880967139636624),2.3413,48.872,24.605782
26609,Montparnasse 2 - Gare TGV,"48.83868285801794, 2.3167121607192085",473198,48.83868285801794,2.3167121607192085,POINT (2.3167121607192085 48.83868285801794),2.3083,48.849,24.330774
488702,Dupleix,"48.8507250094168, 2.293427805190278",463916,48.8507250094168,2.293427805190278,POINT (2.293427805190278 48.8507250094168),2.3083,48.849,24.330774
488831,11 Novembre 1918,"48.806421850397754, 2.431796582965367",57218,48.806421850397754,2.431796582965367,POINT (2.431796582965367 48.806421850397754),2.4467,48.806,24.510483
24463,Place Auguste Baron,"48.90088095409927, 2.3863783525411146",45594,48.90088095409927,2.3863783525411146,POINT (2.3863783525411146 48.90088095409927),2.3744,48.895,24.293255
462557,Porte de Clignancourt,"48.89835408737354, 2.344000676694414",473686,48.89835408737354,2.344000676694414,POINT (2.344000676694414 48.89835408737354),2.3403,48.894,24.366285
28801,Port à l'Anglais,"48.8043491899336, 2.4050781828763794",50768,48.8043491899336,2.4050781828763794,POINT (2.4050781828763794 48.8043491899336),2.4126,48.806,24.47005
24517,Caserne des Gardes,"48.82885761580815, 2.4197963015343107",45263,48.82885761580815,2.4197963015343107,POINT (2.4197963015343107 48.82885761580815),2.4116,48.828,24.454836
24516,Demi Lune - Parc Zoologique,"48.83454360950667, 2.420209833894806",45244,48.83454360950667,2.420209833894806,POINT (2.420209833894806 48.83454360950667),2.4116,48.828,24.454836
27494,Digue - Révolution,"48.77834749231493, 2.423406257357159",412398,48.77834749231493,2.423406257357159,POINT (2.423406257357159 48.77834749231493),2.4137,48.783,24.410774
25262,Porte de la Villette,"48.89748969930438, 2.3862137245945374",473462,48.89748969930438,2.3862137245945374,POINT (2.3862137245945374 48.89748969930438),2.3744,48.895,24.293255
37226,Bruneseau,"48.824711893684544, 2.389168158033301",54141,48.824711893684544,2.389168158033301,POINT (2.389168158033301 48.824711893684544),2.3775,48.828,24.588678
25372,Caserne des Gardes,"48.828910649648826, 2.4196050035414833",45263,48.828910649648826,2.4196050035414833,POINT (2.4196050035414833 48.828910649648826),2.4116,48.828,24.454836
2265,Place d'Italie - Italie 2,"48.82959292053132, 2.3561043197737113",45273,48.82959292053132,2.3561043197737113,POINT (2.3561043197737113 48.82959292053132),2.3434,48.827,24.336317
25781,Malesherbes - Courcelles,"48.88065242825354, 2.3130116740316002",44070,48.88065242825354,2.3130116740316002,POINT (2.3130116740316002 48.88065242825354),2.3072,48.871,24.38513
35847,Place de Clichy,"48.88287806776698, 2.326427642680124",473670,48.88287806776698,2.326427642680124,POINT (2.326427642680124 48.88287806776698),2.3413,48.872,24.605782
35847,Place de Clichy,"48.88287806776698, 2.326427642680124",473670,48.88287806776698,2.326427642680124,POINT (2.326427642680124 48.88287806776698),2.3403,48.894,24.366285
480564,Le Parc de Saint-Maur RER,"48.8046174570807, 2.486196907928942",473860,48.8046174570807,2.486196907928942,POINT (2.486196907928942 48.8046174570807),2.4808,48.807,24.624565
463768,Ferry - Lenoir,"48.86602824304736, 2.3700627477572684",463769,48.86602824304736,2.3700627477572684,POINT (2.3700627477572684 48.86602824304736),2.3754,48.872,24.465027
463676,Botzaris - Buttes Chaumont,"48.87650128602272, 2.3813208744322205",45612,48.87650128602272,2.3813208744322205,POINT (2.3813208744322205 48.87650128602272),2.3754,48.872,24.465027
463617,Victor Hugo - Bretagne,"48.82219972361696, 2.3921259464146725",54932,48.82219972361696,2.3921259464146725,POINT (2.3921259464146725 48.82219972361696),2.3775,48.828,24.588678
28980,Emile Bertin,"48.89856549320172, 2.3648676647484055",426071,48.89856549320172,2.3648676647484055,POINT (2.3648676647484055 48.89856549320172),2.3744,48.895,24.293255
