arrid,arrname,arrgeopoint,zdaid,lat_left,lon_left,geometry,lon_right,lat_right,temperature
21699,Pont National - Quai de Bercy,"48.82813843555827, 2.3891552539069636",45240,48.82813843555827,2.3891552539069636,POINT (2.3891552539069636 48.82813843555827),2.3775,48.828,24.588678
9542,Marche de Nogent-sur-Marne,"48.83822501496613, 2.485770256250594",46551,48.83822501496613,2.485770256250594,POINT (2.485770256250594 48.83822501496613),2.4798,48.83,24.414022
426150,Nation - Diderot,"48.84813211793706, 2.3946306277886444",58733,48.84813211793706,2.3946306277886444,POINT (2.3946306277886444 48.84813211793706),2.4106,48.851,24.405943
426149,Nation - Trone,"48.84848692432946, 2.397215660938414",58732,48.84848692432946,2.397215660938414,POINT (2.397215660938414 48.84848692432946),2.4106,48.851,24.405943
28064,République,"48.8147549171657, 2.468025652853546",53316,48.8147549171657,2.468025652853546,POINT (2.468025652853546 48.8147549171657),2.4808,48.807,24.624565
28062,Mortemart (av du Tremblay),"48.829708761041935, 2.461402544274593",45252,48.829708761041935,2.461402544274593,POINT (2.461402544274593 48.829708761041935),2.4457,48.829,24.403105
28031,Polangis,"48.827759144660725, 2.4760250650808207",51761,48.827759144660725,2.4760250650808207,POINT (2.4760250650808207 48.827759144660725),2.4798,48.83,24.414022
28032,Joinville-le-Pont RER,"48.82034868281835, 2.4639235349488415",473832,48.82034868281835,2.4639235349488415,POINT (2.4639235349488415 48.82034868281835),2.4798,48.83,24.414022
28037,Aristide Briand - Le Plant,"48.81822607489826, 2.4927634171403596",42221,48.81822607489826,2.4927634171403596,POINT (2.4927634171403596 48.81822607489826),2.4808,48.807,24.624565
28044,Fourchette de Bry,"48.82738784310726, 2.511540039824949",53192,48.82738784310726,2.511540039824949,POINT (2.511540039824949 48.82738784310726),2.5139,48.83,24.305555
28043,Jean-Baptiste Clément,"48.8175912269224, 2.495765758835163",58217,48.8175912269224,2.495765758835163,POINT (2.495765758835163 48.8175912269224),2.4808,48.807,24.624565
491127,Bolivar,"48.88052801829911, 2.3739643890889264",45603,48.88052801829911,2.3739643890889264,POINT (2.3739643890889264 48.88052801829911),2.3754,48.872,24.465027
28040,Polyclinique,"48.81045132835668, 2.517839958981732",44460,48.81045132835668,2.517839958981732,POINT (2.517839958981732 48.81045132835668),2.5149,48.808,24.450323
26664,Belleville,"48.87219151210128, 2.3774729256794545",463356,48.87219151210128,2.3774729256794545,POINT (2.3774729256794545 48.87219151210128),2.3754,48.872,24.465027
421201,Centre Administratif,"48.86082773129896, 2.4440157247505976",57266,48.86082773129896,2.4440157247505976,POINT (2.4440157247505976 48.86082773129896),2.4447,48.851,24.281832
39885,Jaurès - Stalingrad,"48.88242913464132, 2.3694961842986717",482875,48.88242913464132,2.3694961842986717,POINT (2.3694961842986717 48.88242913464132),2.3754,48.872,24.465027
28077,Edgar Quinet,"48.79782763496366, 2.499033509673814",53321,48.79782763496366,2.499033509673814,POINT (2.499033509673814 48.79782763496366),2.5149,48.808,24.450323
28070,Place Jean Moulin,"48.79749755499065, 2.503992060378527",50342,48.79749755499065,2.503992060378527,POINT (2.503992060378527 48.79749755499065),2.5149,48.808,24.450323
460436,Charles de Gaulle - Etoile - Grande Armée,"48.87441405777784, 2.2934472976635836",45439,48.87441405777784,2.2934472976635836,POINT (2.2934472976635836 48.87441405777784),2.3072,48.871,24.38513
7782,Planètes,"48.8082649106737, 2.4568037407918055",50259,48.8082649106737,2.4568037407918055,POINT (2.4568037407918055 48.8082649106737),2.4467,48.806,24.510483
7789,Croix Souris,"48.80928291899235, 2.471226948259198",50271,48.80928291899235,2.471226948259198,POINT (2.471226948259198 48.80928291899235),2.4808,48.807,24.624565
491060,Jaurès,"48.88204488847276, 2.3699644586317605",482875,48.88204488847276,2.3699644586317605,POINT (2.3699644586317605 48.88204488847276),2.3754,48.872,24.465027
28428,Charles de Gaulle - Etoile - Grande Armée,"48.87401155807761, 2.2938208745126016",45439,48.87401155807761,2.2938208745126016,POINT (2.2938208745126016 48.87401155807761),2.3072,48.871,24.38513
491062,Belleville,"48.872159779960406, 2.376559870538218",463356,48.872159779960406,2.376559870538218,POINT (2.376559870538218 48.872159779960406),2.3754,48.872,24.465027
463590,Buttes Chaumont,"48.87818370795948, 2.3814508727646464",463824,48.87818370795948,2.3814508727646464,POINT (2.3814508727646464 48.87818370795948),2.3754,48.872,24.465027
7819,Chemin des Moines,"48.8403276340481, 2.5289948300257583",50369,48.8403276340481,2.5289948300257583,POINT (2.5289948300257583 48.8403276340481),2.5139,48.83,24.305555
39917,Gare de l'Est,"48.87627119990737, 2.358117798562965",473807,48.87627119990737,2.358117798562965,POINT (2.358117798562965 48.87627119990737),2.3413,48.872,24.605782
26010,Tremblay - Pépinière,"48.84164456758265, 2.449833977290042",45248,48.84164456758265,2.449833977290042,POINT (2.449833977290042 48.84164456758265),2.4447,48.851,24.281832
26014,Château,"48.83998531246457, 2.522049298336915",50367,48.83998531246457,2.522049298336915,POINT (2.522049298336915 48.83998531246457),2.5139,48.83,24.305555
26013,Château,"48.83970810186195, 2.5224469562306777",50367,48.83970810186195,2.5224469562306777,POINT (2.5224469562306777 48.83970810186195),2.5139,48.83,24.305555
26026,Place du Général Leclerc,"48.83564015512812, 2.4745698533311953",46549,48.83564015512812,2.4745698533311953,POINT (2.4745698533311953 48.83564015512812),2.4798,48.83,24.414022
26025,Rue de Beauté,"48.836724334038806, 2.4798177713421268",50296,48.836724334038806,2.4798177713421268,POINT (2.4798177713421268 48.836724334038806),2.4798,48.83,24.414022
28630,Marsoulan,"48.84761672727637, 2.4030307847632786",44107,48.84761672727637,2.4030307847632786,POINT (2.4030307847632786 48.84761672727637),2.4106,48.851,24.405943
488361,Botzaris,"48.8794629406532, 2.388880525771055",463861,48.8794629406532,2.388880525771055,POINT (2.388880525771055 48.8794629406532),2.3754,48.872,24.465027
26174,Bastille - Rue Saint-Antoine,"48.85322877351808, 2.3680233117182934",58574,48.85322877351808,2.3680233117182934,POINT (2.3680233117182934 48.85322877351808),2.3765,48.85,24.665602
28721,Les Marronniers,"48.82235290875508, 2.492464486211545",50254,48.82235290875508,2.492464486211545,POINT (2.492464486211545 48.82235290875508),2.4798,48.83,24.414022
28725,Adamville,"48.79339447099631, 2.4865116289613134",50261,48.79339447099631,2.4865116289613134,POINT (2.4865116289613134 48.79339447099631),2.4818,48.785,24.51627
28720,Général de Gaulle - Stalingrad,"48.8234359631757, 2.4954913069340634",46553,48.8234359631757,2.4954913069340634,POINT (2.4954913069340634 48.8234359631757),2.4798,48.83,24.414022
491012,Place Hébert,"48.89294426089423, 2.3630813587936226",45585,48.89294426089423,2.3630813587936226,POINT (2.3630813587936226 48.89294426089423),2.3744,48.895,24.293255
41778,Les Rigollots,"48.849252352848985, 2.455572498224383",50352,48.849252352848985,2.455572498224383,POINT (2.455572498224383 48.849252352848985),2.4447,48.851,24.281832
491013,Tristan Tzara,"48.894253096227516, 2.365684064453638",45586,48.894253096227516,2.365684064453638,POINT (2.365684064453638 48.894253096227516),2.3744,48.895,24.293255
28830,Marinville,"48.809173056771336, 2.4769198686026543",51097,48.809173056771336,2.4769198686026543,POINT (2.4769198686026543 48.809173056771336),2.4808,48.807,24.624565
479090,Mairie,"48.835474925047755, 2.520891779661496",51752,48.835474925047755,2.520891779661496,POINT (2.520891779661496 48.835474925047755),2.5139,48.83,24.305555
26374,Sorins,"48.85870101790595, 2.427846275097837",50201,48.85870101790595,2.427846275097837,POINT (2.427846275097837 48.85870101790595),2.4447,48.851,24.281832
28184,Halage,"48.8048789186103, 2.465825336853207",57517,48.8048789186103,2.465825336853207,POINT (2.465825336853207 48.8048789186103),2.4808,48.807,24.624565
28182,Mayenne,"48.80647389791601, 2.4645018589013317",57516,48.80647389791601,2.4645018589013317,POINT (2.4645018589013317 48.80647389791601),2.4808,48.807,24.624565
26423,Les Parapluies,"48.85278095331065, 2.4484080913746697",47249,48.85278095331065,2.4484080913746697,POINT (2.4484080913746697 48.85278095331065),2.4447,48.851,24.281832
27595,République,"48.76817141644389, 2.4793852846531235",44615,48.76817141644389,2.4793852846531235,POINT (2.4793852846531235 48.76817141644389),2.4828,48.762,24.336353
27537,Verdun,"48.768870919051395, 2.4809838440343768",50232,48.768870919051395,2.4809838440343768,POINT (2.4809838440343768 48.768870919051395),2.4828,48.762,24.336353
26535,Rouget de Lisle,"48.76411718972988, 2.404747615191418",44694,48.76411718972988,2.404747615191418,POINT (2.404747615191418 48.76411718972988),2.4147,48.761,24.359207
26540,Georges Halgoult,"48.759874249810046, 2.39803481022279",51312,48.759874249810046,2.39803481022279,POINT (2.39803481022279 48.759874249810046),2.4147,48.761,24.359207
26577,Danton,"48.8555810169934, 2.4569510366332024",47233,48.8555810169934,2.4569510366332024,POINT (2.4569510366332024 48.8555810169934),2.4447,48.851,24.281832
26575,Les Parapluies,"48.853106083712476, 2.448704471639069",47249,48.853106083712476,2.448704471639069,POINT (2.448704471639069 48.853106083712476),2.4447,48.851,24.281832
26574,Jeanne d'Arc,"48.856550052121946, 2.44470194206356",50409,48.856550052121946,2.44470194206356,POINT (2.44470194206356 48.856550052121946),2.4447,48.851,24.281832
8175,Les Laitières,"48.84978731534214, 2.4257228727548132",50810,48.84978731534214,2.4257228727548132,POINT (2.4257228727548132 48.84978731534214),2.4106,48.851,24.405943
26672,Basfroi,"48.855289517022726, 2.3785607457380626",45200,48.855289517022726,2.3785607457380626,POINT (2.3785607457380626 48.855289517022726),2.3765,48.85,24.665602
26674,Château de Vincennes,"48.84414134567257, 2.441332290887612",463833,48.84414134567257,2.441332290887612,POINT (2.441332290887612 48.84414134567257),2.4447,48.851,24.281832
14677,Viaduc,"48.83555643889717, 2.4926765186864785",50319,48.83555643889717,2.4926765186864785,POINT (2.4926765186864785 48.83555643889717),2.4798,48.83,24.414022
24096,Diane,"48.81501113153381, 2.4938977682912924",50852,48.81501113153381,2.4938977682912924,POINT (2.4938977682912924 48.81501113153381),2.4808,48.807,24.624565
24097,Les Pavillons Fleuris,"48.813295216550564, 2.4880042875599315",50850,48.813295216550564,2.4880042875599315,POINT (2.4880042875599315 48.813295216550564),2.4808,48.807,24.624565
24098,Verdun - La Plage,"48.81368465854085, 2.5014141119734212",58275,48.81368465854085,2.5014141119734212,POINT (2.5014141119734212 48.81368465854085),2.5149,48.808,24.450323
24091,Bel Air,"48.81580948931261, 2.489178027552435",50851,48.81580948931261,2.489178027552435,POINT (2.489178027552435 48.81580948931261),2.4808,48.807,24.624565
491009,Gare du Nord,"48.88121332540486, 2.357334190116306",473224,48.88121332540486,2.357334190116306,POINT (2.357334190116306 48.88121332540486),2.3413,48.872,24.605782
36131,René Panhard,"48.763213155260445, 2.4020233471023626",44608,48.763213155260445,2.4020233471023626,POINT (2.4020233471023626 48.763213155260445),2.4147,48.761,24.359207
478743,Litolff,"48.917422468531484, 2.2610969897440096",51266,48.917422468531484,2.2610969897440096,POINT (2.2610969897440096 48.917422468531484),2.2709,48.915,24.257711
24251,Rond-Point des Champs-Élysées,"48.86961013518283, 2.3086039594244765",463910,48.86961013518283,2.3086039594244765,POINT (2.3086039594244765 48.86961013518283),2.3072,48.871,24.38513
24733,Elsa Triolet - Erignac,"48.851270561767784, 2.416289698569188",42959,48.851270561767784,2.416289698569188,POINT (2.416289698569188 48.851270561767784),2.4106,48.851,24.405943
24254,Charles de Gaulle - Etoile - Champs-Élysées,"48.87313781416641, 2.296641267824209",45871,48.87313781416641,2.296641267824209,POINT (2.296641267824209 48.87313781416641),2.3072,48.871,24.38513
36281,Gare de Lyon - Diderot,"48.84584800675837, 2.3737132968576122",473216,48.84584800675837,2.3737132968576122,POINT (2.3737132968576122 48.84584800675837),2.3765,48.85,24.665602
23728,Hôpital Américain,"48.89295838684912, 2.2739101930646006",50175,48.89295838684912,2.2739101930646006,POINT (2.2739101930646006 48.89295838684912),2.272,48.893,24.27547
36261,Europe,"48.834530929076145, 2.5300417102569397",50373,48.834530929076145,2.5300417102569397,POINT (2.5300417102569397 48.834530929076145),2.5139,48.83,24.305555
23232,Mairie,"48.80114563497613, 2.432466719725743",58213,48.80114563497613,2.432466719725743,POINT (2.432466719725743 48.80114563497613),2.4467,48.806,24.510483
20104,Jaurès,"48.92152703617611, 2.2779329999677174",50494,48.92152703617611,2.2779329999677174,POINT (2.2779329999677174 48.92152703617611),2.2709,48.915,24.257711
494112,Franklin Roosevelt,"48.868134008612195, 2.3130813434460404",463828,48.868134008612195,2.3130813434460404,POINT (2.3130813434460404 48.868134008612195),2.3072,48.871,24.38513
488518,Gourgaud - Paul Adam,"48.88900317884959, 2.3014320570575917",488519,48.88900317884959,2.3014320570575917,POINT (2.3014320570575917 48.88900317884959),2.3061,48.894,24.409426
479947,Denfert-Rochereau - Saint-Jacques,"48.83411069413009, 2.3336515744656428",480365,48.83411069413009,2.3336515744656428,POINT (2.3336515744656428 48.83411069413009),2.3434,48.827,24.336317
463955,Gare de Lyon - Diderot,"48.8456040440581, 2.3717812787155874",473216,48.8456040440581,2.3717812787155874,POINT (2.3717812787155874 48.8456040440581),2.3765,48.85,24.665602
463937,Dareau - Saint-Jacques,"48.832548925758914, 2.339079887810008",42823,48.832548925758914,2.339079887810008,POINT (2.339079887810008 48.832548925758914),2.3434,48.827,24.336317
463674,Ramponeau,"48.871097578428994, 2.378099487845595",463592,48.871097578428994,2.378099487845595,POINT (2.378099487845595 48.871097578428994),2.3754,48.872,24.465027
463548,Magenta - Gare de l'Est,"48.876797947922675, 2.3557252532890844",470536,48.876797947922675,2.3557252532890844,POINT (2.3557252532890844 48.876797947922675),2.3413,48.872,24.605782
41801,Invalides - La Tour Maubourg,"48.85680775634299, 2.309359910636834",470530,48.85680775634299,2.309359910636834,POINT (2.309359910636834 48.85680775634299),2.3083,48.849,24.330774
40877,Rouveyrol,"48.92200754235053, 2.283071081743152",58996,48.92200754235053,2.283071081743152,POINT (2.283071081743152 48.92200754235053),2.2709,48.915,24.257711
39730,Molière,"48.81504911772589, 2.393789034715456",46365,48.81504911772589,2.393789034715456,POINT (2.393789034715456 48.81504911772589),2.3786,48.805,24.357708
37563,Vincent Auriol,"48.83705420397858, 2.370658149439154",473482,48.83705420397858,2.370658149439154,POINT (2.370658149439154 48.83705420397858),2.3775,48.828,24.588678
24782,Abreuvoir - Girardon,"48.88852903564701, 2.3382875281430873",45551,48.88852903564701,2.3382875281430873,POINT (2.3382875281430873 48.88852903564701),2.3403,48.894,24.366285
28388,Louis Blanc,"48.88083895770338, 2.364702057328793",470562,48.88083895770338,2.364702057328793,POINT (2.364702057328793 48.88083895770338),2.3754,48.872,24.465027
27487,Damrémont - Ordener,"48.89363715442112, 2.336654118622208",45547,48.89363715442112,2.336654118622208,POINT (2.336654118622208 48.89363715442112),2.3403,48.894,24.366285
26179,Montaigne - François 1er,"48.86687822370937, 2.3058592769509567",44154,48.86687822370937,2.3058592769509567,POINT (2.3058592769509567 48.86687822370937),2.3072,48.871,24.38513
23352,Parmentier,"48.80692712543022, 2.3919090780279593",54926,48.80692712543022,2.3919090780279593,POINT (2.3919090780279593 48.80692712543022),2.3786,48.805,24.357708
36674,Ordener - Marx Dormoy,"48.89033299124574, 2.3591036909071144",473637,48.89033299124574,2.3591036909071144,POINT (2.3591036909071144 48.89033299124574),2.3744,48.895,24.293255
37575,Belleville - Ménilmontant,"48.86697756070753, 2.3831107177915563",42312,48.86697756070753,2.3831107177915563,POINT (2.3831107177915563 48.86697756070753),2.3754,48.872,24.465027
28021,Rungis,"48.82270886880505, 2.347104492698053",45284,48.82270886880505,2.347104492698053,POINT (2.347104492698053 48.82270886880505),2.3434,48.827,24.336317
27602,Aviation,"48.775205882371715, 2.490065343140767",50336,48.775205882371715,2.490065343140767,POINT (2.490065343140767 48.775205882371715),2.4818,48.785,24.51627
27506,Place du Petit Pont,"48.790150093708974, 2.425780402861454",50217,48.790150093708974,2.425780402861454,POINT (2.425780402861454 48.790150093708974),2.4137,48.783,24.410774
27513,Jean Vilar,"48.76985439602287, 2.4136217104640405",50210,48.76985439602287,2.4136217104640405,POINT (2.4136217104640405 48.76985439602287),2.4147,48.761,24.359207
26752,Raspail - Edgar Quinet,"48.838411615264526, 2.330776301184424",473727,48.838411615264526,2.330776301184424,POINT (2.330776301184424 48.838411615264526),2.3424,48.849,24.677244
26350,Saint-François-Xavier,"48.851848276002734, 2.3149177790367403",473739,48.851848276002734,2.3149177790367403,POINT (2.3149177790367403 48.851848276002734),2.3083,48.849,24.330774
26296,Saint-Pierre du Gros Caillou,"48.857797140020004, 2.306266485786415",45128,48.857797140020004,2.306266485786415,POINT (2.306266485786415 48.857797140020004),2.3083,48.849,24.330774
26280,Alsace,"48.893801774583665, 2.2992399686510434",51537,48.893801774583665,2.2992399686510434,POINT (2.2992399686510434 48.893801774583665),2.3061,48.894,24.409426
25730,Centre Commercial de Charenton-le-Pont,"48.824875736555505, 2.394859801642498",50268,48.824875736555505,2.394859801642498,POINT (2.394859801642498 48.824875736555505),2.4116,48.828,24.454836
25137,Eugène Varlin,"48.86090721893698, 2.4475860193017405",57267,48.86090721893698,2.4475860193017405,POINT (2.4475860193017405 48.86090721893698),2.4447,48.851,24.281832
25140,Saint-Just,"48.86171802078189, 2.45574210431471",58370,48.86171802078189,2.45574210431471,POINT (2.45574210431471 48.86171802078189),2.4447,48.851,24.281832
494008,Sèvre Lecourbe,"48.838908035022065, 2.3120631720224694",45383,48.838908035022065,2.3120631720224694,POINT (2.3120631720224694 48.838908035022065),2.3083,48.849,24.330774
30204,Rue Pompadour,"48.769043543543056, 2.4225701987157056",45727,48.769043543543056,2.4225701987157056,POINT (2.4225701987157056 48.769043543543056),2.4147,48.761,24.359207
493236,Choisy le Roi - Lycée Mirabeau,"48.76422474428898, 2.421140547587851",51301,48.76422474428898,2.421140547587851,POINT (2.421140547587851 48.76422474428898),2.4147,48.761,24.359207
39766,Pasquier - Anjou,"48.87411103534662, 2.3250958230845464",427068,48.87411103534662,2.3250958230845464,POINT (2.3250958230845464 48.87411103534662),2.3413,48.872,24.605782
493517,Grand Palais,"48.86505792205445, 2.3145941156124814",45679,48.86505792205445,2.3145941156124814,POINT (2.3145941156124814 48.86505792205445),2.3072,48.871,24.38513
493363,Pont de Neuilly,"48.884581846792436, 2.2600765816535504",473678,48.884581846792436,2.2600765816535504,POINT (2.2600765816535504 48.884581846792436),2.272,48.893,24.27547
37378,Montparnasse - Alencon,"48.8443291212114, 2.3227290227758894",463853,48.8443291212114,2.3227290227758894,POINT (2.3227290227758894 48.8443291212114),2.3083,48.849,24.330774
463792,Pasteur - Lycée Buffon,"48.842666480201636, 2.311904556182552",47839,48.842666480201636,2.311904556182552,POINT (2.311904556182552 48.842666480201636),2.3083,48.849,24.330774
492768,Anjou - Chauveau Lagarde,"48.87157550117516, 2.3220202902101073",45681,48.87157550117516,2.3220202902101073,POINT (2.3220202902101073 48.87157550117516),2.3072,48.871,24.38513
492809,Avenue du Chateau,"48.84524247354684, 2.436415045107615",45247,48.84524247354684,2.436415045107615,POINT (2.436415045107615 48.84524247354684),2.4447,48.851,24.281832
463552,Pont d'Arcole,"48.85477400712877, 2.350914023971419",463553,48.85477400712877,2.350914023971419,POINT (2.350914023971419 48.85477400712877),2.3424,48.849,24.677244
26363,Grand Palais,"48.86528564138088, 2.313527851558743",45679,48.86528564138088,2.313527851558743,POINT (2.313527851558743 48.86528564138088),2.3072,48.871,24.38513
461575,Porte de Clichy,"48.89389330889227, 2.311923139578824",473455,48.89389330889227,2.311923139578824,POINT (2.311923139578824 48.89389330889227),2.3061,48.894,24.409426
28571,Maubeuge - Rochechouart,"48.878121690289476, 2.344446411304005",44120,48.878121690289476,2.344446411304005,POINT (2.344446411304005 48.878121690289476),2.3413,48.872,24.605782
22455,Petits Carreaux,"48.77153824305795, 2.494754744255835",474136,48.77153824305795,2.494754744255835,POINT (2.494754744255835 48.77153824305795),2.4828,48.762,24.336353
17222,Cité Sellier,"48.75275041570787, 2.4482271101153446",56435,48.75275041570787,2.4482271101153446,POINT (2.4482271101153446 48.75275041570787),2.4488,48.762,24.333145
29204,Port de Bonneuil,"48.77954179791587, 2.4923637235237317",50347,48.77954179791587,2.4923637235237317,POINT (2.4923637235237317 48.77954179791587),2.4818,48.785,24.51627
29215,Bureau du Port,"48.78265197305823, 2.491952391784581",58677,48.78265197305823,2.491952391784581,POINT (2.491952391784581 48.78265197305823),2.4818,48.785,24.51627
29214,Bureau du Port,"48.78277753642216, 2.4918695101475055",58677,48.78277753642216,2.4918695101475055,POINT (2.4918695101475055 48.78277753642216),2.4818,48.785,24.51627
23915,Les Graviers,"48.7530490385302, 2.454494546097847",56575,48.7530490385302,2.454494546097847,POINT (2.454494546097847 48.7530490385302),2.4488,48.762,24.333145
23916,Les Graviers,"48.752976590864485, 2.454386485990033",56575,48.752976590864485,2.454386485990033,POINT (2.454386485990033 48.752976590864485),2.4488,48.762,24.333145
35965,Regard,"48.77640164736329, 2.47953452128151",50228,48.77640164736329,2.47953452128151,POINT (2.47953452128151 48.77640164736329),2.4818,48.785,24.51627
35964,Colonel Fabien,"48.77145044122255, 2.4847273069838263",50234,48.77145044122255,2.4847273069838263,POINT (2.4847273069838263 48.77145044122255),2.4828,48.762,24.336353
491916,Van Gogh,"48.904122833417325, 2.294108111660951",491917,48.904122833417325,2.294108111660951,POINT (2.294108111660951 48.904122833417325),2.3061,48.894,24.409426
484385,Barbusse - Martre,"48.9007666074346, 2.307671804407843",46438,48.9007666074346,2.307671804407843,POINT (2.307671804407843 48.9007666074346),2.3061,48.894,24.409426
472755,Paris Saint-Lazare,"48.87550321746773, 2.324777828487544",473234,48.87550321746773,2.324777828487544,POINT (2.324777828487544 48.87550321746773),2.3413,48.872,24.605782
26364,Invalides,"48.86184943813163, 2.3149770954377242",473381,48.86184943813163,2.3149770954377242,POINT (2.3149770954377242 48.86184943813163),2.3072,48.871,24.38513
493408,Invalides,"48.86172353853166, 2.314978750860803",473381,48.86172353853166,2.314978750860803,POINT (2.314978750860803 48.86172353853166),2.3072,48.871,24.38513
493351,Clichy - Caulaincourt,"48.885149024600715, 2.3304620397019202",45156,48.885149024600715,2.3304620397019202,POINT (2.3304620397019202 48.885149024600715),2.3403,48.894,24.366285
493348,Concorde,"48.86702881902343, 2.3211388512725093",463882,48.86702881902343,2.3211388512725093,POINT (2.3211388512725093 48.86702881902343),2.3072,48.871,24.38513
411261,Rouget de Lisle,"48.76386949924156, 2.40558034638663",44694,48.76386949924156,2.40558034638663,POINT (2.40558034638663 48.76386949924156),2.4147,48.761,24.359207
493016,Rue Saint-Maur,"48.864260677127064, 2.3794624452532727",493012,48.864260677127064,2.3794624452532727,POINT (2.3794624452532727 48.864260677127064),2.3754,48.872,24.465027
493015,Parmentier,"48.86531984932993, 2.3738881523057773",44261,48.86531984932993,2.3738881523057773,POINT (2.3738881523057773 48.86531984932993),2.3754,48.872,24.465027
493011,Rue Saint-Maur,"48.86438678930172, 2.379501836994621",493012,48.86438678930172,2.379501836994621,POINT (2.379501836994621 48.86438678930172),2.3754,48.872,24.465027
474137,Grands Boulevards,"48.87116976999698, 2.344438472782496",470537,48.87116976999698,2.344438472782496,POINT (2.344438472782496 48.87116976999698),2.3413,48.872,24.605782
34179,La Motte Picquet - Grenelle,"48.84942380767089, 2.298501257636873",470551,48.84942380767089,2.298501257636873,POINT (2.298501257636873 48.84942380767089),2.3083,48.849,24.330774
26786,Duroc,"48.84716113869087, 2.3162330710214354",58753,48.84716113869087,2.3162330710214354,POINT (2.3162330710214354 48.84716113869087),2.3083,48.849,24.330774
23481,Chaussée d'Antin,"48.87313420576106, 2.3337385944087012",463874,48.87313420576106,2.3337385944087012,POINT (2.3337385944087012 48.87313420576106),2.3413,48.872,24.605782
35849,Trinité,"48.87612577263314, 2.3315460822956227",473206,48.87612577263314,2.3315460822956227,POINT (2.3315460822956227 48.87612577263314),2.3413,48.872,24.605782
39803,Gare du Nord,"48.881117551402426, 2.357921708015718",473225,48.881117551402426,2.357921708015718,POINT (2.357921708015718 48.881117551402426),2.3413,48.872,24.605782
37559,Gare d'Austerlitz,"48.84339634407151, 2.3641637954461068",473210,48.84339634407151,2.3641637954461068,POINT (2.3641637954461068 48.84339634407151),2.3765,48.85,24.665602
28003,Charles de Gaulle - Etoile - Kléber,"48.872602435540806, 2.2943035210704315",45440,48.872602435540806,2.2943035210704315,POINT (2.2943035210704315 48.872602435540806),2.3072,48.871,24.38513
492890,Bastille,"48.851880181117004, 2.3698113146818347",463331,48.851880181117004,2.3698113146818347,POINT (2.3698113146818347 48.851880181117004),2.3765,48.85,24.665602
41515,Bibliothèque Chevaleret / François Mitterrand,"48.82998533588256, 2.3758382362124553",473112,48.82998533588256,2.3758382362124553,POINT (2.3758382362124553 48.82998533588256),2.3775,48.828,24.588678
21481,Victor Hugo,"48.77943119754741, 2.5177727403409387",58061,48.77943119754741,2.5177727403409387,POINT (2.5177727403409387 48.77943119754741),2.5159,48.785,24.366354
21420,Rue de Noiseau,"48.774015209677344, 2.530926838244456",44738,48.774015209677344,2.530926838244456,POINT (2.530926838244456 48.774015209677344),2.5159,48.785,24.366354
421108,Pont de Chennevières,"48.790127546176805, 2.5228871736286096",44474,48.790127546176805,2.5228871736286096,POINT (2.5228871736286096 48.790127546176805),2.5159,48.785,24.366354
419087,Moulin à vent,"48.78459118060993, 2.5238632966323804",419088,48.78459118060993,2.5238632966323804,POINT (2.5238632966323804 48.78459118060993),2.5159,48.785,24.366354
29213,Morbras Triage,"48.78009039565453, 2.5052190293084933",58673,48.78009039565453,2.5052190293084933,POINT (2.5052190293084933 48.78009039565453),2.5159,48.785,24.366354
29195,Marronniers,"48.76655266853645, 2.494081903739167",53196,48.76655266853645,2.494081903739167,POINT (2.494081903739167 48.76655266853645),2.4828,48.762,24.336353
419134,Lido,"48.79979430902882, 2.5247319817475957",419135,48.79979430902882,2.5247319817475957,POINT (2.5247319817475957 48.79979430902882),2.5149,48.808,24.450323
419099,Les Rêts,"48.78751597997272, 2.5265724281523307",419097,48.78751597997272,2.5265724281523307,POINT (2.5265724281523307 48.78751597997272),2.5159,48.785,24.366354
21421,Les Noyers,"48.77727443689593, 2.5115736335923238",58043,48.77727443689593,2.5115736335923238,POINT (2.5115736335923238 48.77727443689593),2.5159,48.785,24.366354
480502,Les 2 Communes,"48.78071684593798, 2.5198839084711433",57992,48.78071684593798,2.5198839084711433,POINT (2.5198839084711433 48.78071684593798),2.5159,48.785,24.366354
21388,Jean-Jacques Rousseau,"48.77598216800388, 2.5144842443696294",58031,48.77598216800388,2.5144842443696294,POINT (2.5144842443696294 48.77598216800388),2.5159,48.785,24.366354
21389,Jean-Jacques Rousseau,"48.77625159131252, 2.514386480976897",58031,48.77625159131252,2.514386480976897,POINT (2.514386480976897 48.77625159131252),2.5159,48.785,24.366354
473802,Hautes Varennes,"48.76037220476109, 2.4958559043891917",58027,48.76037220476109,2.4958559043891917,POINT (2.4958559043891917 48.76037220476109),2.4828,48.762,24.336353
21367,Géricault,"48.77621857631987, 2.524062157161374",58026,48.77621857631987,2.524062157161374,POINT (2.524062157161374 48.77621857631987),2.5159,48.785,24.366354
21450,Gaston Roulleau,"48.7533324452304, 2.4986307109428436",58054,48.7533324452304,2.4986307109428436,POINT (2.4986307109428436 48.7533324452304),2.4828,48.762,24.336353
491922,Paris - Porte de Clichy,"48.89462218441293, 2.313563864766916",473455,48.89462218441293,2.313563864766916,POINT (2.313563864766916 48.89462218441293),2.3061,48.894,24.409426
491927,Paris - Brochant,"48.89030812608028, 2.3203443650991633",479999,48.89030812608028,2.3203443650991633,POINT (2.3203443650991633 48.89030812608028),2.3061,48.894,24.409426
